"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"4p3/2","2s1/2","0.2264198","0.0001321","0.22642(13)","274.2014","0.0011","274.201(1)","1259584.5769","1469.830746","1.2596(15)E+06","0.48856500835343075","0.00036635285462282945","0.48857(37)","","","",""
"4p3/2","3s1/2","0.0451005","0.0009358","0.04510(94)","1079.5137","0.0165","1079.51(2)","819.0030","33.987361","8.19(34)E+02","0.00031767316209519787","1.318079082725932e-05","0.000318(13)","","","",""
"4p3/2","4s1/2","22.2293480","0.0111147","22.229(11)","6861.1105","0.6657","6861.1(7)","774956.8409","807.123925","7.7496(81)E+05","0.30058862451161494","0.00029509156396895724","0.30059(30)","","","",""
"4p3/2","3d3/2","0.8763751","0.0007516","0.87638(75)","1928.0937","0.0526","1928.09(5)","54275.3941","93.201532","5.4275(93)E+04","0.021052225354271308","3.856494784154876e-05","0.021052(39)","","","",""
"4p3/2","3d5/2","2.6292004","0.0022629","2.6292(23)","1928.1085","0.0526","1928.11(5)","488495.1511","841.824901","4.8850(84)E+05","0.18947646861858772","0.00029203408844431604","0.18948(29)","","","",""
"5p1/2","2s1/2","0.1197485","0.0000599","0.119749(60)","256.3080","0.0009","256.3080(9)","862762.0027","863.184036","8.6276(86)E+05","0.5221994753706188","0.0003195901038893843","0.52220(32)","","","",""
"5p1/2","3s1/2","0.1543931","0.0001874","0.15439(19)","846.7802","0.0101","846.78(1)","39772.3267","96.560665","3.9772(97)E+04","0.024072789554456284","5.9111283554084323e-05","0.024073(59)","","","",""
"5p1/2","4s1/2","0.2322132","0.0012265","0.2322(12)","2497.8144","0.0882","2497.81(9)","3505.3438","37.030802","3.505(37)E+03","0.0021216612166585257","2.2407961465084524e-05","0.002122(22)","","","",""
"5p1/2","5s1/2","25.0779690","0.0125390","25.078(13)","13965.3102","2.7581","13965(3)","233921.5733","271.898615","2.3392(27)E+05","0.141584495454176","0.00016677396699584922","0.14158(17)","","","",""
"5p1/2","3d3/2","0.7028323","0.0004048","0.70283(40)","1293.2462","0.0237","1293.25(2)","231364.7286","266.813651","2.3136(27)E+05","0.14003692732566808","0.00016429332553518174","0.14004(16)","","","",""
"5p1/2","4d3/2","4.5001056","0.0039277","4.5001(39)","4180.2874","0.2471","4180.3(2)","280843.4419","492.765102","2.8084(49)E+05","0.16998465107842226","0.00026612003512247926","0.16998(27)","","","",""
