"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"13s1/2","8p3/2","1.3234319","0.0073785","1.3234(74)","3690.1322","1.3618","3690(1)*","35311.3830","395.677452","3.531(40)E+04","0.043059872222892","0.00047724287881354956","0.04306(48)","","","",""
"13s1/2","9p1/2","1.7967420","0.0085501","1.7967(86)","6231.2673","3.8831","6231(4)*","13516.9783","131.103990","1.352(13)E+04","0.01648305191126095","0.00016405752811890405","0.01648(16)","","","",""
"13s1/2","9p3/2","2.4704096","0.0137688","2.470(14)","6275.3761","3.9382","6275(4)*","25018.1952","282.827007","2.502(28)E+04","0.030508017413542445","0.0003452838692647462","0.03051(35)","","","",""
"13s1/2","10p1/2","3.7276923","0.0168344","3.728(17)","10990.5811","12.0799","10990(10)*","10603.6519","101.955556","1.060(10)E+04","0.01293044501079363","0.00012810337962594447","0.01293(13)","","","",""
"13s1/2","10p3/2","5.1314334","0.0272866","5.131(27)","11079.5958","12.2764","11080(10)*","19612.9514","218.536321","1.961(22)E+04","0.023916683781849864","0.00026879030423401014","0.02392(27)","","","",""
"13s1/2","11p1/2","10.1398120","0.0379480","10.140(38)","22213.8303","49.3479","22210(50)*","9502.2569","95.231304","9.502(95)E+03","0.011587367355473357","0.00011941346372234991","0.01159(12)","","","",""
"13s1/2","11p3/2","14.0533670","0.0618880","14.053(62)","22461.8149","50.4558","22460(50)*","17654.8306","195.790236","1.765(20)E+04","0.02152888628450912","0.00024145124173780155","0.02153(24)","","","",""
"13s1/2","12p1/2","76.1133590","0.0380567","76.113(38)","76793.1193","590.4550","76800(600)*","12959.6168","299.216576","1.296(30)E+04","0.015803386838303533","0.00036186496052814855","0.01580(36)","","","",""
"13s1/2","12p3/2","109.8631500","0.0781200","109.863(78)","78939.0590","623.9159","78900(600)*","24857.9648","590.473878","2.486(59)E+04","0.030312627250037163","0.0007031820581705774","0.03031(70)","","","",""
"5p1/2","5s1/2","4.231","0.003","4.231(3)","794.9789","0.0006","794.9789(6)","36095788.6073","51187.674349","3.6096(51)E+07","1.0","0.0","1.0","U. Volz and H. Schmoranzer, Physica Scripta T65, 48 (1996)","https://doi.org/10.1088/0031-8949/1996/T65/007","",""
"5p3/2","5s1/2","5.978","0.005","5.978(5)","780.2415","0.0006","780.2415(6)","38109393.5040","63749.468560","3.8109(64)E+07","1.0","0.0","1.0","U. Volz and H. Schmoranzer, Physica Scripta T65, 48 (1996)","https://doi.org/10.1088/0031-8949/1996/T65/007","",""
"6p1/2","5s1/2","0.3235","0.0009","0.3235(9)","421.6726","0.0003","421.6726(3)","1414033.5647","7867.884229","1.4140(79)E+06","0.1735883410246406","0.005014304994637165","0.1736(50)","C. D. Herold, V. D. Vaidya, X. Li, S. L. Rolston, J. V. Porto, and M. S. Safronova, Phys. Rev. Lett. 109, 243003 (2012)","https://doi.org/10.1103/PhysRevLett.109.243003","",""
"6p1/2","6s1/2","9.7197287","0.0245525","9.720(25)","2791.2915","0.0110","2791.29(1)","4400783.6197","22233.241278","4.401(22)E+06","0.5402451163774519","0.01539600087947322","0.540(15)","","","",""
"6p1/2","4d3/2","5.2700592","0.2613877","5.27(26)","2293.8768","0.0074","2293.877(7)","2331084.5299","231237.184857","2.33(23)E+06","0.2861665425979075","0.020280475049529914","0.286(20)","","","",""
"6p3/2","5s1/2","0.523","0.0008","0.5230(8)","420.2989","0.0002","420.2989(2)","1866104.2868","5708.924218","1.8661(57)E+06","0.211226331386519","0.005096494296833742","0.2112(51)","C. D. Herold, V. D. Vaidya, X. Li, S. L. Rolston, J. V. Porto, and M. S. Safronova, Phys. Rev. Lett. 109, 243003 (2012)","https://doi.org/10.1103/PhysRevLett.109.243003","",""
"6p3/2","6s1/2","13.6449130","0.0361150","13.645(36)","2732.1800","0.0106","2732.18(1)","4624033.2441","24477.599966","4.624(24)E+06","0.5233992469082858","0.01255557717954183","0.523(13)","","","",""
"6p3/2","4d3/2","2.3022326","0.1161689","2.30(12)","2253.8045","0.0072","2253.805(7)","234507.6255","23666.151728","2.35(24)E+05","0.02654416784565018","0.0026835377896824186","0.0265(27)","","","",""
"6p3/2","4d5/2","6.9046844","0.3425278","6.90(34)","2253.5780","0.0072","2253.578(7)","2109974.4412","209343.357322","2.11(21)E+06","0.23883025385954515","0.018060653488977264","0.239(18)","","","",""
"7p1/2","5s1/2","0.1154299","0.0080606","0.1154(81)","359.2597","0.0002","359.2597(2)","291104.2616","40656.277288","2.91(41)E+05","0.08078875176589825","0.010590017011761538","0.081(11)","","","",""
"7p1/2","6s1/2","0.9922136","0.0180716","0.992(18)","1298.2781","0.0024","1298.278(2)","455768.6771","16602.210088","4.56(17)E+05","0.12648726720918452","0.005396213205930382","0.1265(54)","","","",""
"7p1/2","7s1/2","16.8869780","0.0391390","16.887(39)","6563.4757","0.0609","6563.48(6)","1021737.9891","4736.255916","1.0217(47)E+06","0.28355798134376475","0.008209080743186128","0.2836(82)","","","",""
"7p1/2","4d3/2","1.0692542","0.0183221","1.069(18)","1179.3328","0.0020","1179.333(2)","706138.9272","24199.948292","7.06(24)E+05","0.1959713066160602","0.0076978882014560185","0.1960(77)","","","",""
"7p1/2","5d3/2","10.7028150","0.4300390","10.70(43)","4684.9730","0.0310","4684.97(3)","1128527.2746","90688.432061","1.129(91)E+06","0.31319469306509234","0.017831458187567057","0.313(18)","","","",""
"7p3/2","5s1/2","0.2023142","0.0105247","0.202(11)","358.8073","0.0002","358.8073(2)","448824.0251","46697.050603","4.49(47)E+05","0.11449113241063687","0.010837366498211666","0.114(11)","","","",""
"7p3/2","6s1/2","1.5397377","0.0247535","1.540(25)","1292.3904","0.0024","1292.390(2)","556313.5360","17887.082084","5.56(18)E+05","0.1419107782742472","0.005221970124179331","0.1419(52)","","","",""
"7p3/2","7s1/2","23.6530040","0.0584580","23.653(58)","6415.7139","0.0582","6415.71(6)","1073111.7828","5304.435727","1.0731(53)E+06","0.2737415475529438","0.006842039362896293","0.2737(68)","","","",""
"7p3/2","4d3/2","0.4791787","0.0075987","0.4792(76)","1174.4725","0.0020","1174.472(2)","71791.6289","2276.908624","7.18(23)E+04","0.01831342448428402","0.0007285662947173486","0.01831(73)","","","",""
"7p3/2","4d5/2","1.4387829","0.0219885","1.439(22)","1174.4109","0.0020","1174.411(2)","647347.6528","19786.451526","6.47(20)E+05","0.1651327952356792","0.0058134376107480045","0.1651(58)","","","",""
"7p3/2","5d3/2","4.6609090","0.1908344","4.66(19)","4609.1998","0.0300","4609.20(3)","112375.5852","9202.122584","1.124(92)E+05","0.02866604121783011","0.002387167534224125","0.0287(24)","","","",""
"7p3/2","5d5/2","14.0046180","0.5553110","14.00(56)","4615.5011","0.0301","4615.50(3)","1010399.8723","80128.737621","1.010(80)E+06","0.25774428082437884","0.015594745650435853","0.258(16)","","","",""
"8p1/2","5s1/2","0.0598359","0.0056525","0.0598(57)","335.1775","0.0002","335.1775(2)","96324.4356","18198.903079","9.6(18)E+04","0.04861328341040105","0.008778150613982535","0.0486(88)","","","",""
"8p1/2","6s1/2","0.3935522","0.0054221","0.3936(54)","1030.6696","0.0015","1030.670(2)","143312.3293","3948.923626","1.433(39)E+05","0.07232726394107568","0.002321332702902533","0.0723(23)","","","",""
"8p1/2","7s1/2","1.8583237","0.0185202","1.858(19)","2838.0847","0.0114","2838.08(1)","153039.6555","3050.411019","1.530(31)E+05","0.07723647794628831","0.002067530294880903","0.0772(21)","","","",""
"8p1/2","8s1/2","25.8793300","0.0578460","25.879(58)","12688.3587","0.2277","12688.4(2)","332144.4707","1484.939680","3.321(15)E+05","0.1676275929619195","0.00332704580808751","0.1676(33)","","","",""
"8p1/2","4d3/2","0.5427834","0.0098510","0.5428(99)","954.2630","0.0013","954.263(1)","343467.8780","12467.227581","3.43(12)E+05","0.17334232159656762","0.006107523099636499","0.1733(61)","","","",""
"8p1/2","5d3/2","2.4309874","0.0354028","2.431(35)","2418.7283","0.0083","2418.728(8)","423098.4785","12323.282089","4.23(12)E+05","0.21353051395272754","0.006286278104853838","0.2135(63)","","","",""
"8p1/2","6d3/2","17.8853420","0.5253720","17.89(53)","8712.2205","0.1073","8712.2(1)","490055.4541","28790.219947","4.90(29)E+05","0.24732254619102037","0.011400600732423475","0.247(11)","","","",""
"8p3/2","5s1/2","0.1109939","0.0073876","0.1110(74)","334.9658","0.0002","334.9658(2)","166036.6488","22102.338002","1.66(22)E+05","0.07760013321969504","0.009589947772476173","0.0776(96)","","","",""
"8p3/2","6s1/2","0.6284739","0.0095801","0.6285(96)","1028.6711","0.0015","1028.671(1)","183802.8179","5603.572062","1.838(56)E+05","0.08590346321174323","0.0028128050118917296","0.0859(28)","","","",""
"8p3/2","7s1/2","2.8197997","0.0252835","2.820(25)","2822.9824","0.0113","2822.98(1)","179027.3350","3210.468199","1.790(32)E+05","0.08367155769604788","0.0019979182662748732","0.0837(20)","","","",""
"8p3/2","8s1/2","36.1999270","0.0876250","36.200(88)","12391.9730","0.2172","12392.0(2)","348819.9634","1688.796314","3.488(17)E+05","0.16302711373213472","0.002908056575501413","0.1630(29)","","","",""
"8p3/2","4d3/2","0.2440041","0.0041747","0.2440(42)","952.5496","0.0013","952.550(1)","34893.0367","1193.979622","3.49(12)E+04","0.016307871296075954","0.0006177850459407868","0.01631(62)","","","",""
"8p3/2","4d5/2","0.7325899","0.0120820","0.733(12)","952.5091","0.0013","952.509(1)","314573.2027","10375.991980","3.15(10)E+05","0.14702129083340856","0.004810205633762562","0.1470(48)","","","",""
"8p3/2","5d3/2","1.0828531","0.0148310","1.083(15)","2407.7506","0.0082","2407.751(8)","42551.2066","1165.581905","4.26(12)E+04","0.019887051005061395","0.0006360420670523737","0.01989(64)","","","",""
"8p3/2","5d5/2","3.2543468","0.0426183","3.254(43)","2409.4690","0.0082","2409.469(8)","383504.9190","10044.614136","3.84(10)E+05","0.17923773466210394","0.004883953347984108","0.1792(49)","","","",""
